location,datetime,temp_c,condition,humidity,wind_kph,pressure_mb,chance_of_rain,lat,lon
Jakarta,2025-05-04 00:00,27.7,Light rain shower,80,10.1,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-04 01:00,27.4,Light rain shower,81,10.4,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-04 02:00,26.9,Light rain shower,84,11.9,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-04 03:00,26.5,Patchy rain nearby,85,11.9,1008.0,86,-6.2146,106.8451
Jakarta,2025-05-04 04:00,26.3,Patchy rain nearby,85,10.1,1008.0,78,-6.2146,106.8451
Jakarta,2025-05-04 05:00,26.2,Patchy rain nearby,85,8.6,1008.0,84,-6.2146,106.8451
Jakarta,2025-05-04 06:00,26.2,Patchy rain nearby,85,7.6,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-04 07:00,26.3,Light rain shower,84,7.2,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-04 08:00,26.7,Patchy rain nearby,82,7.6,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-04 09:00,27.6,Patchy rain nearby,77,8.3,1009.0,71,-6.2146,106.8451
Jakarta,2025-05-04 10:00,28.7,Patchy rain nearby,71,7.9,1009.0,80,-6.2146,106.8451
Jakarta,2025-05-04 11:00,29.1,Patchy rain nearby,79,8.3,1009.0,74,-6.2146,106.8451
Jakarta,2025-05-04 12:00,31.0,Patchy rain nearby,60,8.3,1008.0,68,-6.2146,106.8451
Jakarta,2025-05-04 13:00,31.6,Patchy rain nearby,58,8.6,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-04 14:00,31.7,Light drizzle,58,11.5,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-04 15:00,30.9,Light rain shower,61,15.8,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-04 16:00,30.1,Patchy light drizzle,64,14.8,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-04 17:00,30.0,Light rain shower,65,12.2,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-04 18:00,29.8,Patchy rain nearby,66,10.1,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-04 19:00,29.3,Light rain shower,69,9.7,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-04 20:00,28.8,Light rain shower,72,9.4,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-04 21:00,28.3,Patchy rain nearby,74,7.6,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-04 22:00,28.1,Light rain shower,76,7.2,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-04 23:00,27.8,Patchy rain nearby,78,6.8,1010.0,87,-6.2146,106.8451
Jakarta,2025-05-05 00:00,27.6,Patchy rain nearby,79,6.8,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-05 01:00,26.9,Patchy rain nearby,82,6.8,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-05 02:00,26.8,Patchy rain nearby,83,5.8,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-05 03:00,26.6,Partly Cloudy ,84,6.8,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-05 04:00,26.4,Partly Cloudy ,85,6.8,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-05 05:00,26.2,Partly Cloudy ,86,7.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-05 06:00,26.1,Partly Cloudy ,86,6.1,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-05 07:00,26.1,Patchy rain nearby,86,5.4,1010.0,78,-6.2146,106.8451
Jakarta,2025-05-05 08:00,26.7,Patchy rain nearby,82,5.8,1010.0,61,-6.2146,106.8451
Jakarta,2025-05-05 09:00,27.8,Sunny,76,7.2,1011.0,0,-6.2146,106.8451
Jakarta,2025-05-05 10:00,29.0,Sunny,68,7.9,1011.0,0,-6.2146,106.8451
Jakarta,2025-05-05 11:00,30.3,Partly Cloudy ,61,7.2,1011.0,0,-6.2146,106.8451
Jakarta,2025-05-05 12:00,31.4,Partly Cloudy ,56,6.5,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-05 13:00,32.1,Partly Cloudy ,53,7.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-05 14:00,32.6,Patchy rain nearby,52,8.3,1007.0,67,-6.2146,106.8451
Jakarta,2025-05-05 15:00,32.7,Partly Cloudy ,52,10.4,1007.0,0,-6.2146,106.8451
Jakarta,2025-05-05 16:00,32.3,Sunny,54,12.2,1006.0,0,-6.2146,106.8451
Jakarta,2025-05-05 17:00,31.5,Partly Cloudy ,58,14.0,1006.0,0,-6.2146,106.8451
Jakarta,2025-05-05 18:00,30.3,Patchy rain nearby,63,13.3,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-05 19:00,29.8,Patchy rain nearby,66,10.1,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-05 20:00,29.6,Patchy rain nearby,67,6.5,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-05 21:00,29.4,Patchy rain nearby,68,4.0,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-05 22:00,29.2,Patchy rain nearby,71,2.5,1011.0,100,-6.2146,106.8451
Jakarta,2025-05-05 23:00,28.8,Patchy rain nearby,72,0.7,1011.0,67,-6.2146,106.8451
Jakarta,2025-05-06 00:00,28.5,Patchy rain nearby,74,2.5,1011.0,100,-6.2146,106.8451
Jakarta,2025-05-06 01:00,28.1,Patchy rain nearby,76,5.0,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-06 02:00,27.8,Patchy rain nearby,78,5.4,1010.0,65,-6.2146,106.8451
Jakarta,2025-05-06 03:00,27.5,Partly Cloudy ,79,5.4,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-06 04:00,27.3,Partly Cloudy ,80,5.4,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-06 05:00,27.1,Clear ,80,5.0,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-06 06:00,27.0,Sunny,81,4.7,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-06 07:00,26.9,Sunny,81,6.1,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-06 08:00,27.3,Sunny,78,5.8,1011.0,0,-6.2146,106.8451
Jakarta,2025-05-06 09:00,28.2,Sunny,73,5.0,1011.0,0,-6.2146,106.8451
Jakarta,2025-05-06 10:00,29.6,Sunny,67,4.3,1012.0,0,-6.2146,106.8451
Jakarta,2025-05-06 11:00,30.6,Sunny,62,5.8,1011.0,0,-6.2146,106.8451
Jakarta,2025-05-06 12:00,31.8,Sunny,57,6.1,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-06 13:00,32.6,Partly Cloudy ,54,6.8,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-06 14:00,33.0,Partly Cloudy ,52,8.3,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-06 15:00,33.1,Partly Cloudy ,53,11.2,1007.0,0,-6.2146,106.8451
Jakarta,2025-05-06 16:00,32.3,Patchy rain nearby,55,14.4,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-06 17:00,31.2,Patchy light rain,61,15.1,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-06 18:00,30.5,Patchy rain nearby,65,10.4,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-06 19:00,30.3,Patchy rain nearby,66,5.4,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-06 20:00,29.8,Patchy rain nearby,69,2.9,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-06 21:00,29.3,Patchy rain nearby,72,2.5,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-06 22:00,29.0,Clear ,74,4.3,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-06 23:00,28.7,Clear ,76,7.2,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-07 00:00,28.3,Clear ,78,8.6,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-07 01:00,27.8,Clear ,80,9.0,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-07 02:00,27.4,Clear ,81,9.0,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-07 03:00,27.2,Clear ,82,9.0,1007.0,0,-6.2146,106.8451
Jakarta,2025-05-07 04:00,27.0,Patchy rain nearby,82,7.9,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-07 05:00,26.9,Clear ,82,7.6,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-07 06:00,26.8,Partly Cloudy ,82,7.6,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-07 07:00,26.7,Patchy rain nearby,82,6.8,1009.0,78,-6.2146,106.8451
Jakarta,2025-05-07 08:00,27.1,Patchy rain nearby,80,6.1,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-07 09:00,28.0,Patchy rain nearby,75,5.4,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-07 10:00,29.4,Patchy rain nearby,69,5.4,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-07 11:00,30.5,Partly Cloudy ,63,5.8,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-07 12:00,31.5,Patchy rain nearby,60,6.8,1009.0,76,-6.2146,106.8451
Jakarta,2025-05-07 13:00,32.0,Light rain shower,57,7.9,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-07 14:00,32.5,Patchy light drizzle,56,9.4,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-07 15:00,31.9,Patchy light rain,58,11.9,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-07 16:00,30.4,Patchy rain nearby,64,13.7,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-07 17:00,30.1,Patchy rain nearby,66,10.8,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-07 18:00,29.9,Patchy rain nearby,67,8.6,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-07 19:00,29.5,Patchy rain nearby,69,5.4,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-07 20:00,28.9,Patchy rain nearby,72,4.0,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-07 21:00,28.7,Patchy rain nearby,74,2.2,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-07 22:00,28.5,Partly Cloudy ,75,1.4,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-07 23:00,28.3,Patchy rain nearby,76,0.7,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-08 00:00,28.1,Patchy rain nearby,77,0.4,1009.0,100,-6.2146,106.8451
Jakarta,2025-05-08 01:00,27.8,Patchy rain nearby,78,1.4,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-08 02:00,27.2,Patchy rain nearby,81,1.8,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-08 03:00,27.3,Patchy rain nearby,81,0.4,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-08 04:00,27.1,Patchy rain nearby,83,1.4,1007.0,66,-6.2146,106.8451
Jakarta,2025-05-08 05:00,26.8,Patchy rain nearby,84,2.2,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-08 06:00,26.6,Patchy rain nearby,84,2.2,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-08 07:00,26.3,Patchy rain nearby,85,2.5,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-08 08:00,27.0,Sunny,82,3.6,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-08 09:00,28.0,Sunny,77,4.0,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-08 10:00,29.1,Partly Cloudy ,71,5.4,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-08 11:00,30.2,Partly Cloudy ,65,7.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-08 12:00,31.3,Patchy rain nearby,60,8.3,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-08 13:00,32.0,Patchy light drizzle,57,9.4,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-08 14:00,31.9,Patchy light rain,58,10.8,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-08 15:00,31.0,Light rain shower,61,12.2,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-08 16:00,30.4,Light rain shower,65,13.0,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-08 17:00,30.5,Light rain shower,64,10.8,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-08 18:00,29.9,Patchy rain nearby,68,8.6,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-08 19:00,29.1,Patchy rain nearby,73,9.0,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-08 20:00,28.7,Cloudy ,75,9.4,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-08 21:00,28.3,Patchy rain nearby,77,8.6,1009.0,27,-6.2146,106.8451
Jakarta,2025-05-08 22:00,27.9,Cloudy ,79,7.6,1010.0,54,-6.2146,106.8451
Jakarta,2025-05-08 23:00,27.5,Patchy rain nearby,81,6.8,1010.0,100,-6.2146,106.8451
Jakarta,2025-05-09 00:00,27.2,Partly Cloudy ,81,6.5,1010.0,54,-6.2146,106.8451
Jakarta,2025-05-09 01:00,26.9,Patchy rain nearby,81,6.1,1009.0,27,-6.2146,106.8451
Jakarta,2025-05-09 02:00,26.6,Partly Cloudy ,81,5.8,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-09 03:00,26.4,Partly Cloudy ,82,6.1,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-09 04:00,26.2,Partly Cloudy ,82,6.8,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-09 05:00,26.0,Partly Cloudy ,82,7.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-09 06:00,26.1,Sunny,81,7.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-09 07:00,26.2,Partly Cloudy ,80,6.8,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-09 08:00,26.3,Sunny,79,6.8,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-09 09:00,27.6,Sunny,72,6.8,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-09 10:00,28.9,Sunny,65,6.8,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-09 11:00,30.3,Sunny,58,6.8,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-09 12:00,31.2,Partly Cloudy ,55,6.8,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-09 13:00,32.2,Sunny,52,7.2,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-09 14:00,33.2,Partly Cloudy ,49,7.2,1007.0,0,-6.2146,106.8451
Jakarta,2025-05-09 15:00,33.1,Patchy light drizzle,50,8.3,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-09 16:00,33.0,Partly Cloudy ,51,9.0,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-09 17:00,32.8,Patchy light drizzle,52,10.1,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-09 18:00,31.7,Patchy rain nearby,58,9.4,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-09 19:00,30.6,Patchy light drizzle,63,8.3,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-09 20:00,29.5,Patchy rain nearby,69,7.6,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-09 21:00,29.1,Clear ,71,7.9,1009.0,58,-6.2146,106.8451
Jakarta,2025-05-09 22:00,28.6,Patchy rain nearby,74,8.3,1009.0,29,-6.2146,106.8451
Jakarta,2025-05-09 23:00,28.2,Clear ,76,8.6,1010.0,0,-6.2146,106.8451
Jakarta,2025-05-10 00:00,27.9,Partly Cloudy ,76,7.9,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 01:00,27.6,Clear ,77,7.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 02:00,27.3,Partly Cloudy ,78,6.5,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 03:00,27.1,Clear ,78,6.1,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-10 04:00,26.9,Partly Cloudy ,78,5.4,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-10 05:00,26.7,Clear ,78,5.0,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-10 06:00,26.8,Sunny,77,4.7,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-10 07:00,26.9,Sunny,76,4.7,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 08:00,26.9,Sunny,75,4.3,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 09:00,28.1,Sunny,70,3.2,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 10:00,29.2,Sunny,65,2.5,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 11:00,30.3,Sunny,60,1.4,1009.0,0,-6.2146,106.8451
Jakarta,2025-05-10 12:00,31.1,Partly Cloudy ,57,4.0,1008.0,0,-6.2146,106.8451
Jakarta,2025-05-10 13:00,31.8,Sunny,55,6.1,1007.0,0,-6.2146,106.8451
Jakarta,2025-05-10 14:00,32.6,Partly Cloudy ,52,8.6,1006.0,0,-6.2146,106.8451
Jakarta,2025-05-10 15:00,31.8,Patchy rain nearby,56,11.2,1006.0,27,-6.2146,106.8451
Jakarta,2025-05-10 16:00,31.0,Partly Cloudy ,59,13.7,1006.0,55,-6.2146,106.8451
Jakarta,2025-05-10 17:00,30.1,Patchy rain nearby,62,16.2,1006.0,82,-6.2146,106.8451
Jakarta,2025-05-10 18:00,30.0,Patchy light drizzle,64,13.3,1006.0,100,-6.2146,106.8451
Jakarta,2025-05-10 19:00,29.8,Patchy rain nearby,65,10.1,1007.0,100,-6.2146,106.8451
Jakarta,2025-05-10 20:00,29.6,Patchy light drizzle,67,7.2,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-10 21:00,29.3,Patchy rain nearby,69,6.1,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-10 22:00,28.9,Patchy light drizzle,71,5.0,1008.0,100,-6.2146,106.8451
Jakarta,2025-05-10 23:00,28.6,Patchy rain nearby,73,4.0,1009.0,100,-6.2146,106.8451
Surabaya,2025-05-04 00:00,26.5,Patchy rain nearby,81,6.8,1010.0,76,-7.2492,112.7508
Surabaya,2025-05-04 01:00,26.3,Patchy rain nearby,82,6.5,1009.0,78,-7.2492,112.7508
Surabaya,2025-05-04 02:00,25.9,Patchy rain nearby,83,5.4,1009.0,81,-7.2492,112.7508
Surabaya,2025-05-04 03:00,25.7,Patchy light drizzle,84,4.3,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-04 04:00,25.6,Patchy rain nearby,85,5.4,1008.0,69,-7.2492,112.7508
Surabaya,2025-05-04 05:00,25.6,Partly Cloudy ,85,5.8,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-04 06:00,25.6,Partly Cloudy ,86,6.5,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-04 07:00,25.8,Patchy rain nearby,86,6.1,1009.0,72,-7.2492,112.7508
Surabaya,2025-05-04 08:00,27.5,Partly Cloudy ,80,7.6,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-04 09:00,28.8,Partly Cloudy ,74,10.8,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-04 10:00,29.8,Partly Cloudy ,68,12.6,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-04 11:00,30.2,Partly Cloudy ,79,13.7,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-04 12:00,30.9,Partly Cloudy ,64,14.8,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-04 13:00,30.8,Patchy rain nearby,65,14.4,1007.0,67,-7.2492,112.7508
Surabaya,2025-05-04 14:00,30.8,Patchy rain nearby,64,14.8,1007.0,79,-7.2492,112.7508
Surabaya,2025-05-04 15:00,30.7,Patchy rain nearby,66,14.0,1006.0,100,-7.2492,112.7508
Surabaya,2025-05-04 16:00,30.2,Patchy rain nearby,67,13.7,1006.0,100,-7.2492,112.7508
Surabaya,2025-05-04 17:00,29.8,Patchy rain nearby,70,13.0,1006.0,65,-7.2492,112.7508
Surabaya,2025-05-04 18:00,28.7,Clear ,74,12.2,1007.0,0,-7.2492,112.7508
Surabaya,2025-05-04 19:00,27.9,Clear ,77,11.2,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-04 20:00,27.7,Patchy rain nearby,78,10.4,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-04 21:00,27.3,Patchy rain nearby,82,10.8,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-04 22:00,27.0,Clear ,84,9.4,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-04 23:00,26.6,Patchy rain nearby,87,7.2,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-05 00:00,26.2,Patchy rain nearby,88,5.8,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-05 01:00,26.0,Patchy rain nearby,89,4.3,1009.0,80,-7.2492,112.7508
Surabaya,2025-05-05 02:00,25.8,Partly Cloudy ,89,2.5,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-05 03:00,25.5,Patchy rain nearby,90,2.2,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-05 04:00,25.4,Partly Cloudy ,90,2.5,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-05 05:00,25.2,Light rain shower,91,2.2,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-05 06:00,25.2,Patchy rain nearby,91,1.4,1009.0,64,-7.2492,112.7508
Surabaya,2025-05-05 07:00,25.3,Light rain shower,91,0.7,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-05 08:00,26.4,Light rain shower,88,1.1,1011.0,100,-7.2492,112.7508
Surabaya,2025-05-05 09:00,28.0,Partly Cloudy ,82,1.4,1011.0,0,-7.2492,112.7508
Surabaya,2025-05-05 10:00,29.5,Thundery outbreaks in nearby,76,3.2,1011.0,83,-7.2492,112.7508
Surabaya,2025-05-05 11:00,30.7,Thundery outbreaks in nearby,67,6.1,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-05 12:00,31.3,Partly Cloudy ,63,8.3,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-05 13:00,31.8,Patchy rain nearby,61,9.4,1008.0,75,-7.2492,112.7508
Surabaya,2025-05-05 14:00,31.8,Patchy rain nearby,61,9.4,1007.0,100,-7.2492,112.7508
Surabaya,2025-05-05 15:00,31.5,Patchy rain nearby,61,10.8,1006.0,100,-7.2492,112.7508
Surabaya,2025-05-05 16:00,31.0,Sunny,63,9.4,1006.0,0,-7.2492,112.7508
Surabaya,2025-05-05 17:00,30.1,Patchy rain nearby,70,9.4,1006.0,100,-7.2492,112.7508
Surabaya,2025-05-05 18:00,28.7,Moderate rain at times,76,10.4,1007.0,100,-7.2492,112.7508
Surabaya,2025-05-05 19:00,27.9,Moderate rain at times,77,10.4,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-05 20:00,28.0,Patchy rain nearby,76,10.1,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-05 21:00,27.8,Clear ,76,7.6,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-05 22:00,27.6,Clear ,78,6.5,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-05 23:00,27.3,Patchy rain nearby,79,5.4,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-06 00:00,26.7,Patchy rain nearby,83,4.7,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-06 01:00,26.2,Patchy rain nearby,85,5.4,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-06 02:00,25.7,Patchy rain nearby,87,6.5,1009.0,85,-7.2492,112.7508
Surabaya,2025-05-06 03:00,25.3,Patchy rain nearby,88,6.1,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-06 04:00,25.0,Patchy rain nearby,88,6.5,1009.0,63,-7.2492,112.7508
Surabaya,2025-05-06 05:00,25.0,Clear ,88,5.8,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-06 06:00,24.8,Partly Cloudy ,88,4.7,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-06 07:00,25.0,Partly Cloudy ,88,4.3,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-06 08:00,26.3,Partly Cloudy ,83,1.1,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-06 09:00,28.0,Sunny,76,2.5,1011.0,0,-7.2492,112.7508
Surabaya,2025-05-06 10:00,29.5,Sunny,69,3.6,1011.0,0,-7.2492,112.7508
Surabaya,2025-05-06 11:00,30.7,Sunny,63,5.0,1011.0,0,-7.2492,112.7508
Surabaya,2025-05-06 12:00,31.5,Partly Cloudy ,60,6.5,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-06 13:00,32.0,Sunny,58,7.6,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-06 14:00,31.9,Sunny,57,7.9,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-06 15:00,31.7,Sunny,57,7.9,1007.0,0,-7.2492,112.7508
Surabaya,2025-05-06 16:00,31.2,Sunny,59,8.3,1007.0,0,-7.2492,112.7508
Surabaya,2025-05-06 17:00,30.6,Sunny,64,7.9,1007.0,0,-7.2492,112.7508
Surabaya,2025-05-06 18:00,29.4,Patchy rain nearby,70,8.3,1007.0,100,-7.2492,112.7508
Surabaya,2025-05-06 19:00,28.7,Patchy rain nearby,72,9.0,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-06 20:00,27.2,Patchy rain nearby,82,6.1,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-06 21:00,27.0,Patchy rain nearby,84,6.1,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-06 22:00,26.8,Patchy rain nearby,85,4.7,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-06 23:00,26.2,Patchy rain nearby,87,2.2,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-07 00:00,25.4,Patchy light drizzle,91,4.3,1010.0,100,-7.2492,112.7508
Surabaya,2025-05-07 01:00,24.9,Moderate or heavy rain shower,92,4.3,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-07 02:00,24.8,Light rain shower,93,6.1,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-07 03:00,24.6,Cloudy ,93,8.6,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-07 04:00,24.8,Patchy rain nearby,92,7.9,1008.0,88,-7.2492,112.7508
Surabaya,2025-05-07 05:00,24.7,Light rain shower,92,8.3,1008.0,100,-7.2492,112.7508
Surabaya,2025-05-07 06:00,24.6,Light rain shower,91,6.8,1009.0,100,-7.2492,112.7508
Surabaya,2025-05-07 07:00,24.9,Cloudy ,90,5.4,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-07 08:00,25.7,Cloudy ,86,3.6,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-07 09:00,26.5,Partly Cloudy ,82,1.1,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-07 10:00,27.5,Partly Cloudy ,77,0.7,1010.0,0,-7.2492,112.7508
Surabaya,2025-05-07 11:00,29.1,Partly Cloudy ,70,3.2,1009.0,0,-7.2492,112.7508
Surabaya,2025-05-07 12:00,29.6,Cloudy ,67,6.1,1008.0,0,-7.2492,112.7508
Surabaya,2025-05-07 13:00,30.7,Cloudy ,62,5.8,1007.0,0,-7.2492,112.7508
Surabaya,2025-05-07 14:00,31.0,Cloudy ,60,5.0,1006.0,0,-7.2492,112.7508
Surabaya,2025-05-07 15:00,31.1,Cloudy ,60,4.3,1006.0,0,-7.2492,112.7508
Surabaya,2025-05-07 16:00,30.8,Partly Cloudy ,60,4.0,1006.0,0,-7.2492,112.7508
Surabaya,2025-05-07 17:00,29.9,Patchy rain nearby,66,5.4,1006.0,100,-7.2492,112.7508
Surabaya,2025-05-07 18:00,28.6,Partly Cloudy ,71,5.0,1007.0,0,-7.2492,112.7508
Surabaya,2025-05-07 19:00,28.0,Partly Cloudy ,73,5.0,1008.0,0,-7.2492,112.7508
